Index;scenario;dwt_30;dwt_50;dwt_70;dwt_90;dwt_110;dwt_130;crit30a;crit35a;crit40a;stripWidth;vol;peat;location
530;ilomantsi_other_shallow_P1_vol_130_clay_sarka_50;-0.307406062;-0.501521395;-0.700429399;-0.898095905;-1.094629337;-1.287927472;-0.3;-0.343885187;-0.395400952;50;130;other_shallow_P1_clay;Ilomantsi
531;ilomantsi_other_shallow_P1_vol_175_clay_sarka_50;-0.306457036;-0.500970051;-0.699707699;-0.897742575;-1.095210618;-1.289266086;-0.3;-0.34477126;-0.396181702;50;175;other_shallow_P1_clay;Ilomantsi
532;laihia_other_shallow_P1_vol_45_clay_sarka_30;-0.254202431;-0.266185359;-0.278035169;-0.27980694;-0.282295322;-0.290852663;-1.3;-1.3;-1.3;30;45;other_shallow_P1_clay;Laihia
533;laihia_other_shallow_P1_vol_90_clay_sarka_30;-0.307002899;-0.315886818;-0.328437029;-0.324550413;-0.337856039;-0.337365921;-0.3;-0.3;-0.3;30;90;other_shallow_P1_clay;Laihia
534;laihia_other_shallow_P1_vol_130_clay_sarka_30;-0.342451168;-0.344095242;-0.364187355;-0.372114737;-0.378515136;-0.38307518;-0.3;-0.558776874;-1.3;30;130;other_shallow_P1_clay;Laihia
535;laihia_other_shallow_P1_vol_175_clay_sarka_30;-0.358402428;-0.360797612;-0.38239629;-0.385496503;-0.369749787;-0.376081513;-0.3;-0.3;-1.3;30;175;other_shallow_P1_clay;Laihia
536;viitasaari_other_shallow_P1_vol_45_clay_sarka_30;-0.25219798;-0.260468975;-0.269141459;-0.276381628;-0.273632229;-0.280452507;-1.3;-1.3;-1.3;30;45;other_shallow_P1_clay;Viitasaari
537;viitasaari_other_shallow_P1_vol_90_clay_sarka_30;-0.286022166;-0.2972196;-0.31180205;-0.310384046;-0.316284498;-0.318849389;-0.584482097;-1.3;-1.3;30;90;other_shallow_P1_clay;Viitasaari
538;viitasaari_other_shallow_P1_vol_130_clay_sarka_30;-0.306850228;-0.321178781;-0.33532484;-0.330852966;-0.336566578;-0.346042874;-0.3;-1.3;-1.3;30;130;other_shallow_P1_clay;Viitasaari
539;viitasaari_other_shallow_P1_vol_175_clay_sarka_30;-0.317467276;-0.32643026;-0.344697338;-0.337255134;-0.344518377;-0.359460961;-0.3;-0.915502468;-1.3;30;175;other_shallow_P1_clay;Viitasaari
540;laihia_other_shallow_P1_vol_45_clay_sarka_50;-0.189487581;-0.189620921;-0.192165008;-0.186162128;-0.185606964;-0.184532035;-1.3;-1.3;-1.3;50;45;other_shallow_P1_clay;Laihia
541;laihia_other_shallow_P1_vol_90_clay_sarka_50;-0.241349027;-0.242826907;-0.248520747;-0.234812154;-0.20827812;-0.220048303;-1.3;-1.3;-1.3;50;90;other_shallow_P1_clay;Laihia
542;laihia_other_shallow_P1_vol_130_clay_sarka_50;-0.278456992;-0.275069766;-0.287241182;-0.279631616;-0.27725268;-0.277404394;-0.364663714;-0.3;-0.3;50;130;other_shallow_P1_clay;Laihia
543;laihia_other_shallow_P1_vol_175_clay_sarka_50;-0.289672096;-0.286961036;-0.302241067;-0.286857635;-0.280795357;-0.287803831;-0.62867938;-1.3;-1.3;50;175;other_shallow_P1_clay;Laihia
544;viitasaari_other_shallow_P1_vol_45_clay_sarka_50;-0.188893804;-0.189969197;-0.186462598;-0.188208837;-0.173738176;-0.181014568;-1.3;-1.3;-1.3;50;45;other_shallow_P1_clay;Viitasaari
545;viitasaari_other_shallow_P1_vol_90_clay_sarka_50;-0.218791166;-0.222939058;-0.228729801;-0.229730779;-0.220849888;-0.207935887;-1.3;-1.3;-1.3;50;90;other_shallow_P1_clay;Viitasaari
546;viitasaari_other_shallow_P1_vol_130_clay_sarka_50;-0.248434531;-0.243471233;-0.250894161;-0.251147853;-0.24637428;-0.244108194;-1.3;-1.3;-1.3;50;130;other_shallow_P1_clay;Viitasaari
547;viitasaari_other_shallow_P1_vol_175_clay_sarka_50;-0.265853613;-0.267710564;-0.270224723;-0.256090479;-0.24391157;-0.252604945;-1.3;-1.3;-1.3;50;175;other_shallow_P1_clay;Viitasaari
548;kankaanpaa_other_shallow_P1_vol_45_clay_sarka_30;-0.290491888;-0.300309722;-0.320997988;-0.303661501;-0.323067438;-0.321102501;-0.493690625;-0.3;-0.3;30;45;other_shallow_P1_clay;Kankaanpaa
549;kankaanpaa_other_shallow_P1_vol_90_clay_sarka_30;-0.343375123;-0.353590919;-0.377091868;-0.36370675;-0.385039115;-0.380867409;-0.3;-0.429698694;-0.382744997;30;90;other_shallow_P1_clay;Kankaanpaa
550;kankaanpaa_other_shallow_P1_vol_130_clay_sarka_30;-0.384754122;-0.396394666;-0.418523619;-0.409113044;-0.431713089;-0.436031556;-0.3;-0.3;-0.613389742;30;130;other_shallow_P1_clay;Kankaanpaa
551;kankaanpaa_other_shallow_P1_vol_175_clay_sarka_30;-0.406326625;-0.415877504;-0.439056501;-0.43995435;-0.444838861;-0.454892501;-0.3;-0.3;-0.3;30;175;other_shallow_P1_clay;Kankaanpaa
552;juva_other_shallow_P1_vol_45_clay_sarka_30;-0.258832824;-0.267420904;-0.278771485;-0.254940055;-0.260082707;-0.26803081;-0.3;-0.3;-0.3;30;45;other_shallow_P1_clay;Juva
553;juva_other_shallow_P1_vol_90_clay_sarka_30;-0.296482038;-0.30805338;-0.328023242;-0.300378757;-0.312156817;-0.315701527;-0.841680629;-0.3;-0.3;30;90;other_shallow_P1_clay;Juva
554;juva_other_shallow_P1_vol_130_clay_sarka_30;-0.335355684;-0.346907539;-0.362136761;-0.325619778;-0.339973247;-0.345851733;-1.3;-0.540612199;-1.19724456;30;130;other_shallow_P1_clay;Juva
555;juva_other_shallow_P1_vol_175_clay_sarka_30;-0.357003271;-0.362191792;-0.386074835;-0.360218366;-0.354039587;-0.364668919;-1.3;-1.3;-0.309682716;30;175;other_shallow_P1_clay;Juva
556;kankaanpaa_other_shallow_P1_vol_45_clay_sarka_50;-0.230899148;-0.233249087;-0.231373567;-0.226346436;-0.22209154;-0.223909415;-0.3;-0.3;-0.3;50;45;other_shallow_P1_clay;Kankaanpaa
557;kankaanpaa_other_shallow_P1_vol_90_clay_sarka_50;-0.290528234;-0.292309485;-0.29990938;-0.287424112;-0.273453203;-0.284904246;-0.70238477;-1.3;-1.3;50;90;other_shallow_P1_clay;Kankaanpaa
558;kankaanpaa_other_shallow_P1_vol_130_clay_sarka_50;-0.32385393;-0.325271002;-0.330654108;-0.32967976;-0.317944719;-0.326653215;-1.3;-0.3;-0.3;50;130;other_shallow_P1_clay;Kankaanpaa
559;kankaanpaa_other_shallow_P1_vol_175_clay_sarka_50;-0.34718471;-0.342512855;-0.360853578;-0.350390609;-0.324003159;-0.346433684;-1.3;-0.826895576;-0.3;50;175;other_shallow_P1_clay;Kankaanpaa
560;juva_other_shallow_P1_vol_45_clay_sarka_50;-0.204152591;-0.205898419;-0.191877736;-0.176310695;-0.172246988;-0.173384648;-1.3;-1.3;-1.3;50;45;other_shallow_P1_clay;Juva
561;juva_other_shallow_P1_vol_90_clay_sarka_50;-0.266710176;-0.266892915;-0.27246022;-0.258350872;-0.21528761;-0.254261848;-1.3;-1.3;-1.3;50;90;other_shallow_P1_clay;Juva
562;juva_other_shallow_P1_vol_130_clay_sarka_50;-0.293062196;-0.293466027;-0.298249068;-0.298695836;-0.228207011;-0.27692146;-1.3;-1.3;-1.3;50;130;other_shallow_P1_clay;Juva
563;juva_other_shallow_P1_vol_175_clay_sarka_50;-0.303268816;-0.303631365;-0.308480298;-0.284563251;-0.239703516;-0.257782771;-0.404850594;-1.3;-1.3;50;175;other_shallow_P1_clay;Juva
564;hyrynsalmi_other_shallow_P1_vol_0_clay_sarka_30;-0.280044462;-0.289992444;-0.303333669;-0.270112327;-0.272967413;-0.292476646;-0.88423111;-0.3;-0.3;30;0;other_shallow_P1_clay;Hyrynsalmi
565;ylitornio_other_shallow_P1_vol_0_clay_sarka_30;-0.334903421;-0.346193385;-0.364832534;-0.352423188;-0.337389203;-0.362934286;-0.3;-0.744413186;-0.3;30;0;other_shallow_P1_clay;Ylitornio
566;hyrynsalmi_other_shallow_P1_vol_0_clay_sarka_50;-0.367158215;-0.377934489;-0.396486197;-0.400711295;-0.400893011;-0.383196218;-0.3;-0.3;-0.866330012;50;0;other_shallow_P1_clay;Hyrynsalmi
567;ylitornio_other_shallow_P1_vol_0_clay_sarka_50;-0.381875741;-0.391674821;-0.409902839;-0.421996774;-0.431049581;-0.439430107;-0.3;-0.3;-0.591344863;50;0;other_shallow_P1_clay;Ylitornio
568;siikajoki_other_shallow_P1_vol_0_clay_sarka_30;-0.259567939;-0.27209819;-0.280687772;-0.263558475;-0.254445138;-0.258601681;-1.149666305;-1.3;-1.3;30;0;other_shallow_P1_clay;Siikajoki
569;ilomantsi_other_shallow_P1_vol_0_clay_sarka_30;-0.310233368;-0.318564683;-0.332307069;-0.274070542;-0.280196177;-0.284930097;-0.704428661;-0.95749431;-1.3;30;0;other_shallow_P1_clay;Ilomantsi
570;siikajoki_other_shallow_P1_vol_0_clay_sarka_50;-0.354918731;-0.366288896;-0.380143251;-0.307508325;-0.33483699;-0.316140785;-0.552088744;-0.495948389;-0.986649923;50;0;other_shallow_P1_clay;Siikajoki
571;ilomantsi_other_shallow_P1_vol_0_clay_sarka_50;-0.367091801;-0.377225506;-0.39464921;-0.311188036;-0.366591036;-0.33813232;-0.73390858;-1.216597221;-0.761419661;50;0;other_shallow_P1_clay;Ilomantsi
572;laihia_other_shallow_P1_vol_0_clay_sarka_30;-0.203035106;-0.202628396;-0.215245364;-0.169829233;-0.148122168;-0.142490536;-1.3;-1.3;-1.3;30;0;other_shallow_P1_clay;Laihia
573;viitasaari_other_shallow_P1_vol_0_clay_sarka_30;-0.269343218;-0.271622546;-0.273507358;-0.258450524;-0.216637022;-0.231044419;-1.3;-1.3;-1.3;30;0;other_shallow_P1_clay;Viitasaari
574;laihia_other_shallow_P1_vol_0_clay_sarka_50;-0.331356173;-0.333363221;-0.33865285;-0.320730576;-0.270138729;-0.251675662;-0.98195224;-1.12903387;-1.3;50;0;other_shallow_P1_clay;Laihia
575;viitasaari_other_shallow_P1_vol_0_clay_sarka_50;-0.346335494;-0.348245683;-0.34989498;-0.337916154;-0.289512984;-0.287481345;-1.056668061;-0.712735123;-1.3;50;0;other_shallow_P1_clay;Viitasaari
576;kankaanpaa_other_shallow_P1_vol_0_clay_sarka_30;-0.198552089;-0.198694452;-0.204524802;-0.187144513;-0.158186941;-0.183544591;-1.3;-1.3;-1.3;30;0;other_shallow_P1_clay;Kankaanpaa
577;juva_other_shallow_P1_vol_0_clay_sarka_30;-0.24848436;-0.248956574;-0.253252915;-0.250683326;-0.224215128;-0.247968133;-0.3;-0.3;-0.3;30;0;other_shallow_P1_clay;Juva
578;kankaanpaa_other_shallow_P1_vol_0_clay_sarka_50;-0.275879332;-0.276278986;-0.282635687;-0.281417483;-0.218672046;-0.27887114;-0.3;-0.3;-0.3;50;0;other_shallow_P1_clay;Kankaanpaa
579;juva_other_shallow_P1_vol_0_clay_sarka_50;-0.284510526;-0.284750068;-0.28615261;-0.290209437;-0.241472361;-0.287609213;-0.3;-0.3;-0.3;50;0;other_shallow_P1_clay;Juva
580;hyrynsalmi_other_P1_vol_45_sarka_30;-0.25184311;-0.261364638;-0.272063138;-0.272773566;-0.279773194;-0.284401763;-1.3;-1.3;-1.3;30;45;other_P1;Hyrynsalmi
581;hyrynsalmi_other_P1_vol_90_sarka_30;-0.313173776;-0.326504385;-0.342721647;-0.347938163;-0.337020739;-0.328468597;-0.3;-0.979050347;-1.3;30;90;other_P1;Hyrynsalmi
582;hyrynsalmi_other_P1_vol_130_sarka_30;-0.357419284;-0.370620892;-0.392575131;-0.402752439;-0.411165162;-0.41386649;-0.3;-0.3;-0.845910274;30;130;other_P1;Hyrynsalmi
583;hyrynsalmi_other_P1_vol_175_sarka_30;-0.374769712;-0.383466854;-0.406054697;-0.417898438;-0.406939568;-0.428267061;-0.3;-0.3;-0.646389773;30;175;other_P1;Hyrynsalmi
584;ylitornio_other_P1_vol_45_sarka_30;-0.273012049;-0.284061168;-0.298757723;-0.308732062;-0.316402166;-0.322097851;-0.72490946;-1.3;-1.3;30;45;other_P1;Ylitornio
585;ylitornio_other_P1_vol_90_sarka_30;-0.339206144;-0.354390726;-0.373786491;-0.372388265;-0.391568618;-0.369515794;-0.3;-0.442168629;-1.289659696;30;90;other_P1;Ylitornio
586;ylitornio_other_P1_vol_130_sarka_30;-0.386837717;-0.399858138;-0.423097513;-0.430928297;-0.42434791;-0.428072229;-0.3;-0.3;-0.501220876;30;130;other_P1;Ylitornio
587;ylitornio_other_P1_vol_175_sarka_30;-0.408836903;-0.421955032;-0.443336543;-0.43154988;-0.466040297;-0.443620888;-0.3;-0.3;-0.3;30;175;other_P1;Ylitornio
588;hyrynsalmi_other_P2_vol_45_sarka_30;-0.180652912;-0.179930383;-0.183630386;-0.178188686;-0.157351683;-0.166867919;-1.3;-1.3;-1.3;30;45;other_P2;Hyrynsalmi
589;hyrynsalmi_other_P2_vol_90_sarka_30;-0.241876152;-0.241913959;-0.247043416;-0.24827697;-0.22232856;-0.24028177;-1.3;-1.3;-1.3;30;90;other_P2;Hyrynsalmi
590;hyrynsalmi_other_P2_vol_130_sarka_30;-0.271663008;-0.27082587;-0.275511785;-0.273916434;-0.245417438;-0.271881308;-0.3;-0.3;-0.3;30;130;other_P2;Hyrynsalmi
591;hyrynsalmi_other_P2_vol_175_sarka_30;-0.316023421;-0.304268418;-0.324524086;-0.314284357;-0.284356848;-0.300021767;-1.299722092;-1.3;-1.3;30;175;other_P2;Hyrynsalmi
592;ylitornio_other_P2_vol_45_sarka_30;-0.215573828;-0.211214588;-0.215842783;-0.210470371;-0.207171822;-0.206323848;-1.3;-1.3;-1.3;30;45;other_P2;Ylitornio
593;ylitornio_other_P2_vol_90_sarka_30;-0.284995008;-0.285195079;-0.289423529;-0.269663045;-0.266304819;-0.268183633;-1.200252859;-1.3;-1.3;30;90;other_P2;Ylitornio
594;ylitornio_other_P2_vol_130_sarka_30;-0.33714051;-0.339833719;-0.346168956;-0.309978087;-0.309523057;-0.307571891;-1.3;-0.820943984;-1.3;30;130;other_P2;Ylitornio
595;ylitornio_other_P2_vol_175_sarka_30;-0.350748746;-0.354296339;-0.359204991;-0.33875774;-0.327725996;-0.33733969;-0.523197868;-0.33746538;-1.3;30;175;other_P2;Ylitornio
596;hyrynsalmi_other_P1_vol_45_sarka_50;-0.174509259;-0.183172131;-0.197439156;-0.19127538;-0.197124615;-0.198673351;-1.3;-1.3;-1.3;50;45;other_P1;Hyrynsalmi
597;hyrynsalmi_other_P1_vol_90_sarka_50;-0.175313167;-0.187285937;-0.202045132;-0.195062495;-0.196025933;-0.206224512;-1.3;-1.3;-1.3;50;90;other_P1;Hyrynsalmi
598;hyrynsalmi_other_P1_vol_130_sarka_50;-0.107777771;-0.106543762;-0.11043548;-0.099031415;-0.098017279;-0.097432128;-1.3;-1.3;-1.3;50;130;other_P1;Hyrynsalmi
599;hyrynsalmi_other_P1_vol_175_sarka_50;-0.104027837;-0.102981478;-0.107887223;-0.105674284;-0.09801165;-0.104740001;-0.3;-0.3;-0.3;50;175;other_P1;Hyrynsalmi
600;ylitornio_other_P1_vol_45_sarka_50;-0.186194196;-0.193076506;-0.203396698;-0.188952502;-0.193794612;-0.199591303;-0.3;-0.3;-0.3;50;45;other_P1;Ylitornio
601;ylitornio_other_P1_vol_90_sarka_50;-0.169426145;-0.179282912;-0.190798857;-0.179034604;-0.190731758;-0.189354824;-0.3;-0.3;-0.3;50;90;other_P1;Ylitornio
602;ylitornio_other_P1_vol_130_sarka_50;-0.115212311;-0.113947905;-0.118343772;-0.113448831;-0.091738368;-0.097559133;-1.3;-1.3;-1.3;50;130;other_P1;Ylitornio
603;ylitornio_other_P1_vol_175_sarka_50;-0.092303245;-0.091565304;-0.096419474;-0.086598075;-0.081520359;-0.082336244;-1.3;-1.3;-1.3;50;175;other_P1;Ylitornio
604;hyrynsalmi_other_P2_vol_45_sarka_50;-0.177838632;-0.185989878;-0.198773577;-0.185027679;-0.186448939;-0.189043183;-0.3;-0.3;-0.3;50;45;other_P2;Hyrynsalmi
605;hyrynsalmi_other_P2_vol_90_sarka_50;-0.165671189;-0.176709556;-0.189353747;-0.172906811;-0.17963123;-0.180490172;-0.3;-0.3;-0.3;50;90;other_P2;Hyrynsalmi
606;hyrynsalmi_other_P2_vol_130_sarka_50;-0.106543212;-0.105697231;-0.110711695;-0.091366841;-0.084215403;-0.090397754;-1.3;-1.3;-1.3;50;130;other_P2;Hyrynsalmi
607;hyrynsalmi_other_P2_vol_175_sarka_50;-0.092646405;-0.090674327;-0.094041519;-0.088065053;-0.077660913;-0.086725301;-1.3;-1.3;-1.3;50;175;other_P2;Hyrynsalmi
608;ylitornio_other_P2_vol_45_sarka_50;-0.168607644;-0.177003921;-0.190664267;-0.175477981;-0.180059538;-0.192493304;-1.3;-1.3;-1.3;50;45;other_P2;Ylitornio
609;ylitornio_other_P2_vol_90_sarka_50;-0.172475322;-0.180713803;-0.194178833;-0.194744254;-0.190408074;-0.198703805;-1.3;-1.3;-1.3;50;90;other_P2;Ylitornio
610;ylitornio_other_P2_vol_130_sarka_50;-0.092789486;-0.089875776;-0.096129226;-0.091466148;-0.083790173;-0.089525967;-1.3;-1.3;-1.3;50;130;other_P2;Ylitornio
611;ylitornio_other_P2_vol_175_sarka_50;-0.098701981;-0.097108759;-0.102320284;-0.097995425;-0.091481383;-0.092578502;-1.3;-1.3;-1.3;50;175;other_P2;Ylitornio
612;siikajoki_other_P1_vol_45_sarka_30;-0.307772491;-0.43768227;-0.575045011;-0.678338285;-0.73151247;-0.767930361;-0.3;-0.365010516;-0.441987015;30;45;other_P1;Siikajoki
613;siikajoki_other_P1_vol_90_sarka_30;-0.354364791;-0.477956986;-0.61066457;-0.714507934;-0.76684663;-0.803159674;-0.3;-0.3;-0.373848044;30;90;other_P1;Siikajoki
614;siikajoki_other_P1_vol_130_sarka_30;-0.390693862;-0.502568459;-0.632355311;-0.734542831;-0.787724942;-0.822473373;-0.3;-0.3;-0.316636731;30;130;other_P1;Siikajoki
615;siikajoki_other_P1_vol_175_sarka_30;-0.406812708;-0.513451747;-0.641796846;-0.742625891;-0.796787867;-0.830395742;-0.3;-0.3;-0.3;30;175;other_P1;Siikajoki
616;ilomantsi_other_P1_vol_45_sarka_30;-0.288934117;-0.426261537;-0.540549367;-0.624769462;-0.69865191;-0.731078913;-0.316116058;-0.388934727;-0.461753396;30;45;other_P1;Ilomantsi
617;ilomantsi_other_P1_vol_90_sarka_30;-0.331018426;-0.452742049;-0.569009383;-0.673098827;-0.734927806;-0.769822401;-0.3;-0.331187987;-0.413341309;30;90;other_P1;Ilomantsi
618;ilomantsi_other_P1_vol_130_sarka_30;-0.351874844;-0.469103809;-0.585693719;-0.700585163;-0.75713333;-0.7940715;-0.3;-0.3;-0.382104548;30;130;other_P1;Ilomantsi
619;ilomantsi_other_P1_vol_175_sarka_30;-0.360880676;-0.476287004;-0.605309533;-0.710139724;-0.765999445;-0.803587388;-0.3;-0.3;-0.367794071;30;175;other_P1;Ilomantsi
620;siikajoki_other_P2_vol_45_sarka_30;-0.294756722;-0.381765576;-0.482605335;-0.563623875;-0.621807156;-0.65570244;-0.312052286;-0.426983118;-0.536165148;30;45;other_P2;Siikajoki
621;siikajoki_other_P2_vol_90_sarka_30;-0.346004069;-0.433026763;-0.52726175;-0.606185947;-0.670198637;-0.709002902;-0.3;-0.309183653;-0.424096206;30;90;other_P2;Siikajoki
622;siikajoki_other_P2_vol_130_sarka_30;-0.385608528;-0.46438091;-0.553876516;-0.632571184;-0.700732489;-0.738904508;-0.3;-0.3;-0.336539385;30;130;other_P2;Siikajoki
623;siikajoki_other_P2_vol_175_sarka_30;-0.403237239;-0.477209444;-0.566818095;-0.644080596;-0.712705413;-0.751220659;-0.3;-0.3;-0.3;30;175;other_P2;Siikajoki
624;ilomantsi_other_P2_vol_45_sarka_30;-0.27440162;-0.368639305;-0.449228463;-0.523829586;-0.56753327;-0.594108051;-0.354327268;-0.460441929;-0.577828571;30;45;other_P2;Ilomantsi
625;ilomantsi_other_P2_vol_90_sarka_30;-0.321499827;-0.400866453;-0.490846282;-0.558998162;-0.604720311;-0.646276181;-0.3;-0.371819036;-0.497816581;30;90;other_P2;Ilomantsi
626;ilomantsi_other_P2_vol_130_sarka_30;-0.343337567;-0.420760117;-0.515540235;-0.58036776;-0.651344666;-0.698243224;-0.3;-0.317210575;-0.446371911;30;130;other_P2;Ilomantsi
627;ilomantsi_other_P2_vol_175_sarka_30;-0.353147982;-0.431430638;-0.526622052;-0.593741992;-0.664568018;-0.71162815;-0.3;-0.3;-0.419699613;30;175;other_P2;Ilomantsi
628;siikajoki_other_P1_vol_45_sarka_50;-0.231178535;-0.319337181;-0.398740507;-0.443875108;-0.459735668;-0.4670208;-0.456130948;-0.577233085;-0.705581053;50;45;other_P1;Siikajoki
629;siikajoki_other_P1_vol_90_sarka_50;-0.291652105;-0.378376517;-0.454657497;-0.501456002;-0.519966152;-0.52823556;-0.319251546;-0.434559333;-0.556694298;50;90;other_P1;Siikajoki
630;siikajoki_other_P1_vol_130_sarka_50;-0.3324639;-0.411642941;-0.484586442;-0.527981766;-0.546498067;-0.555254499;-0.3;-0.344294803;-0.470590851;50;130;other_P1;Siikajoki
631;siikajoki_other_P1_vol_175_sarka_50;-0.351714654;-0.426810766;-0.496350415;-0.539494066;-0.558159123;-0.566231158;-0.3;-0.3;-0.428596128;50;175;other_P1;Siikajoki
632;ilomantsi_other_P1_vol_45_sarka_50;-0.229937045;-0.305689755;-0.365548867;-0.401641252;-0.426357119;-0.433666375;-0.484978082;-0.648048454;-0.890905273;50;45;other_P1;Ilomantsi
633;ilomantsi_other_P1_vol_90_sarka_50;-0.277752029;-0.349298409;-0.407364227;-0.450790646;-0.463294686;-0.470254629;-0.362191745;-0.502416537;-0.674634898;50;90;other_P1;Ilomantsi
634;ilomantsi_other_P1_vol_130_sarka_50;-0.306821711;-0.370843698;-0.43638375;-0.470883945;-0.48511759;-0.49316484;-0.3;-0.434885814;-0.588972471;50;130;other_P1;Ilomantsi
635;ilomantsi_other_P1_vol_175_sarka_50;-0.317202593;-0.379582958;-0.447238448;-0.479463275;-0.494471643;-0.503245082;-0.3;-0.405152982;-0.560355906;50;175;other_P1;Ilomantsi
636;siikajoki_other_P2_vol_45_sarka_50;-0.219765487;-0.26046477;-0.296254628;-0.334892745;-0.353997693;-0.363488446;-0.719386928;-1.058150182;-1.3;50;45;other_P2;Siikajoki
637;siikajoki_other_P2_vol_90_sarka_50;-0.280750005;-0.321970085;-0.372516163;-0.398791505;-0.416224104;-0.425516536;-0.393401056;-0.610908368;-0.913864771;50;90;other_P2;Siikajoki
638;siikajoki_other_P2_vol_130_sarka_50;-0.316916376;-0.369118424;-0.406317794;-0.433150589;-0.450407018;-0.462236278;-0.3;-0.426752207;-0.66603279;50;130;other_P2;Siikajoki
639;siikajoki_other_P2_vol_175_sarka_50;-0.342530974;-0.384774834;-0.422181202;-0.449601992;-0.468672063;-0.479410583;-0.3;-0.335361475;-0.58140414;50;175;other_P2;Siikajoki
640;ilomantsi_other_P2_vol_45_sarka_50;-0.205216117;-0.248000042;-0.279434817;-0.304710491;-0.321752249;-0.329433545;-0.862727079;-1.3;-1.3;50;45;other_P2;Ilomantsi
641;ilomantsi_other_P2_vol_90_sarka_50;-0.259870517;-0.304691592;-0.339043994;-0.362812575;-0.378102476;-0.385362871;-0.479065241;-0.792188978;-1.3;50;90;other_P2;Ilomantsi
642;ilomantsi_other_P2_vol_130_sarka_50;-0.292963128;-0.330972159;-0.364788963;-0.388128292;-0.402885423;-0.410026756;-0.337027369;-0.612534827;-1.060894526;50;130;other_P2;Ilomantsi
643;ilomantsi_other_P2_vol_175_sarka_50;-0.304370427;-0.341429126;-0.375148729;-0.398304903;-0.412939583;-0.420190922;-0.3;-0.55083615;-0.923165481;50;175;other_P2;Ilomantsi
644;laihia_other_P1_vol_45_sarka_30;-0.346215615;-0.478920362;-0.629110432;-0.747892259;-0.816772544;-0.855579036;-0.3;-0.305703466;-0.381058721;30;45;other_P1;Laihia
645;laihia_other_P1_vol_90_sarka_30;-0.40343388;-0.521390518;-0.664899039;-0.78689347;-0.854200493;-0.896033252;-0.3;-0.3;-0.3;30;90;other_P1;Laihia
646;laihia_other_P1_vol_130_sarka_30;-0.44135248;-0.557596224;-0.687472639;-0.806107889;-0.878145729;-0.922171964;-0.3;-0.3;-0.3;30;130;other_P1;Laihia
647;laihia_other_P1_vol_175_sarka_30;-0.46089184;-0.575196224;-0.697428574;-0.814791912;-0.887939892;-0.932057409;-0.3;-0.3;-0.3;30;175;other_P1;Laihia
648;viitasaari_other_P1_vol_45_sarka_30;-0.298033284;-0.431514322;-0.563829929;-0.657715818;-0.70778166;-0.736802428;-0.30294681;-0.377863818;-0.452780826;30;45;other_P1;Viitasaari
649;viitasaari_other_P1_vol_90_sarka_30;-0.353556965;-0.482864162;-0.601383644;-0.694833963;-0.745435846;-0.7747964;-0.3;-0.3;-0.371833643;30;90;other_P1;Viitasaari
650;viitasaari_other_P1_vol_130_sarka_30;-0.398292323;-0.513887499;-0.627430079;-0.720306914;-0.770841078;-0.801588206;-0.3;-0.3;-0.302954582;30;130;other_P1;Viitasaari
651;viitasaari_other_P1_vol_175_sarka_30;-0.417318297;-0.528377828;-0.637984581;-0.731630661;-0.782176995;-0.814177224;-0.3;-0.3;-0.3;30;175;other_P1;Viitasaari
652;laihia_other_P2_vol_45_sarka_30;-0.337311192;-0.42973453;-0.529653684;-0.635748169;-0.715421347;-0.764478525;-0.3;-0.327458017;-0.435655797;30;45;other_P2;Laihia
653;laihia_other_P2_vol_90_sarka_30;-0.401162544;-0.480439837;-0.586610547;-0.69411051;-0.771866523;-0.822622848;-0.3;-0.3;-0.3;30;90;other_P2;Laihia
654;laihia_other_P2_vol_130_sarka_30;-0.441606651;-0.524484537;-0.619849118;-0.730350226;-0.805371908;-0.858737415;-0.3;-0.3;-0.3;30;130;other_P2;Laihia
655;laihia_other_P2_vol_175_sarka_30;-0.463963886;-0.543209108;-0.634285318;-0.74377043;-0.820018401;-0.871398944;-0.3;-0.3;-0.3;30;175;other_P2;Laihia
656;viitasaari_other_P2_vol_45_sarka_30;-0.286403242;-0.383020113;-0.474828283;-0.544971428;-0.609824291;-0.648655492;-0.328145722;-0.431647314;-0.536989926;30;45;other_P2;Viitasaari
657;viitasaari_other_P2_vol_90_sarka_30;-0.34711549;-0.441169709;-0.522682759;-0.591919182;-0.65587989;-0.692476592;-0.3;-0.306133717;-0.41245537;30;90;other_P2;Viitasaari
658;viitasaari_other_P2_vol_130_sarka_30;-0.395897432;-0.476901098;-0.555227836;-0.622682547;-0.685079344;-0.723567518;-0.3;-0.3;-0.310129339;30;130;other_P2;Viitasaari
659;viitasaari_other_P2_vol_175_sarka_30;-0.417368292;-0.492850689;-0.569436984;-0.63565569;-0.699645012;-0.737383203;-0.3;-0.3;-0.3;30;175;other_P2;Viitasaari
660;laihia_other_P1_vol_45_sarka_50;-0.282179123;-0.363651171;-0.455724103;-0.515181992;-0.546662706;-0.560959833;-0.343747217;-0.466488701;-0.578956601;50;45;other_P1;Laihia
661;laihia_other_P1_vol_90_sarka_50;-0.337561251;-0.421274388;-0.513613935;-0.578460329;-0.605406181;-0.614838951;-0.3;-0.329717556;-0.44917312;50;90;other_P1;Laihia
662;laihia_other_P1_vol_130_sarka_50;-0.389128342;-0.455216493;-0.549876242;-0.613548578;-0.632776411;-0.64254579;-0.3;-0.3;-0.332900476;50;130;other_P1;Laihia
